Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),312
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,703224.04
Extraction Timestamp,20250727_153547
Monthly Income,"12,000.00"
Total Investment Amount,"1,479,692.96"
Total Investment Final Value,"4,334,030.75"
Total Investment Profit After Tax,"1,556,489.81"
Effective Annual Return After Tax,3.71%
Weighted Monthly Payment (30 years),"8,891.76"
Weighted Cost (should be ~0),-0.25
Weighted Investment Profit,"1,264,306.79"
Weighted Calculation Converged,Yes
