Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),240
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,672508.64
Extraction Timestamp,20250728_103923
Monthly Income,"12,000.00"
Total Investment Amount,"865,920.32"
Total Investment Final Value,"1,814,320.63"
Total Investment Profit After Tax,"490,259.09"
Effective Annual Return After Tax,3.28%
Weighted Monthly Payment (30 years),"9,529.64"
Weighted Cost (should be ~0),0.06
Weighted Investment Profit,"1,014,079.74"
Weighted Calculation Converged,Yes
