Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),132
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,170902.34
Extraction Timestamp,20250727_225202
Monthly Income,"12,000.00"
Total Investment Amount,"227,123.67"
Total Investment Final Value,"351,325.06"
Total Investment Profit After Tax,"59,786.06"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"8,083.84"
Weighted Cost (should be ~0),-0.22
Weighted Investment Profit,"356,876.11"
Weighted Calculation Converged,Yes
