Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),288
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,869318.36
Extraction Timestamp,20250727_190626
Monthly Income,"12,000.00"
Total Investment Amount,"1,268,514.88"
Total Investment Final Value,"3,057,704.08"
Total Investment Profit After Tax,"951,834.02"
Effective Annual Return After Tax,3.26%
Weighted Monthly Payment (30 years),"9,615.70"
Weighted Cost (should be ~0),0.64
Weighted Investment Profit,"1,187,485.76"
Weighted Calculation Converged,Yes
