Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),156
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,439278.15
Extraction Timestamp,20250727_191734
Monthly Income,"12,000.00"
Total Investment Amount,"250,069.81"
Total Investment Final Value,"361,480.50"
Total Investment Profit After Tax,"53,530.20"
Effective Annual Return After Tax,2.48%
Weighted Monthly Payment (30 years),"9,383.15"
Weighted Cost (should be ~0),0.02
Weighted Investment Profit,"621,930.21"
Weighted Calculation Converged,Yes
