Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),264
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,450415.36
Extraction Timestamp,20250727_155250
Monthly Income,"12,000.00"
Total Investment Amount,"1,460,632.68"
Total Investment Final Value,"3,418,225.61"
Total Investment Profit After Tax,"1,030,173.89"
Effective Annual Return After Tax,3.44%
Weighted Monthly Payment (30 years),"7,379.91"
Weighted Cost (should be ~0),0.81
Weighted Investment Profit,"707,368.12"
Weighted Calculation Converged,Yes
