Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),288
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,818239.52
Extraction Timestamp,20250728_102728
Monthly Income,"12,000.00"
Total Investment Amount,"1,266,606.67"
Total Investment Final Value,"3,139,249.54"
Total Investment Profit After Tax,"999,068.91"
Effective Annual Return After Tax,3.37%
Weighted Monthly Payment (30 years),"9,478.16"
Weighted Cost (should be ~0),-0.12
Weighted Investment Profit,"1,189,393.21"
Weighted Calculation Converged,Yes
