Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),120
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,162030.35
Extraction Timestamp,20250727_181255
Monthly Income,"12,000.00"
Total Investment Amount,"170,129.15"
Total Investment Final Value,"240,363.91"
Total Investment Profit After Tax,"33,300.68"
Effective Annual Return After Tax,3.03%
Weighted Monthly Payment (30 years),"7,876.81"
Weighted Cost (should be ~0),-0.38
Weighted Investment Profit,"269,870.47"
Weighted Calculation Converged,Yes
