Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),6.0
Loan Term (months),120
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,370504.51
Extraction Timestamp,20250729_013454
Monthly Income,"12,000.00"
Total Investment Amount,"13,719.41"
Total Investment Final Value,"26,069.06"
Total Investment Profit After Tax,"6,050.63"
Effective Annual Return After Tax,5.77%
Weighted Monthly Payment (30 years),"9,714.09"
Weighted Cost (should be ~0),0.22
Weighted Investment Profit,"555,295.01"
Weighted Calculation Converged,Yes
