Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),192
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,399635.32
Extraction Timestamp,20250727_193635
Monthly Income,"12,000.00"
Total Investment Amount,"641,688.43"
Total Investment Final Value,"1,167,224.94"
Total Investment Profit After Tax,"263,280.31"
Effective Annual Return After Tax,3.30%
Weighted Monthly Payment (30 years),"8,515.74"
Weighted Cost (should be ~0),-0.53
Weighted Investment Profit,"662,311.04"
Weighted Calculation Converged,Yes
