Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),156
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,373115.10
Extraction Timestamp,20250728_091458
Monthly Income,"12,000.00"
Total Investment Amount,"185,726.57"
Total Investment Final Value,"312,757.28"
Total Investment Profit After Tax,"62,356.39"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"9,580.00"
Weighted Cost (should be ~0),-0.55
Weighted Investment Profit,"686,272.88"
Weighted Calculation Converged,Yes
