Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),180
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,253620.91
Extraction Timestamp,20250727_183553
Monthly Income,"12,000.00"
Total Investment Amount,"720,730.78"
Total Investment Final Value,"1,268,397.44"
Total Investment Profit After Tax,"272,148.89"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"7,455.23"
Weighted Cost (should be ~0),0.59
Weighted Investment Profit,"439,269.80"
Weighted Calculation Converged,Yes
