Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),264
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,617964.64
Extraction Timestamp,20250727_234101
Monthly Income,"12,000.00"
Total Investment Amount,"1,042,603.32"
Total Investment Final Value,"2,560,734.38"
Total Investment Profit After Tax,"802,879.20"
Effective Annual Return After Tax,3.65%
Weighted Monthly Payment (30 years),"9,259.19"
Weighted Cost (should be ~0),0.25
Weighted Investment Profit,"1,125,396.93"
Weighted Calculation Converged,Yes
