Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),204
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,303023.08
Extraction Timestamp,20250727_160529
Monthly Income,"12,000.00"
Total Investment Amount,"1,005,294.72"
Total Investment Final Value,"1,886,147.93"
Total Investment Profit After Tax,"444,360.11"
Effective Annual Return After Tax,3.27%
Weighted Monthly Payment (30 years),"7,070.55"
Weighted Cost (should be ~0),0.52
Weighted Investment Profit,"442,705.79"
Weighted Calculation Converged,Yes
