Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.5
Loan Term (months),120
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,145941.39
Extraction Timestamp,20250729_033737
Monthly Income,"12,000.00"
Total Investment Amount,"128,056.78"
Total Investment Final Value,"215,261.99"
Total Investment Profit After Tax,"42,023.56"
Effective Annual Return After Tax,4.62%
Weighted Monthly Payment (30 years),"8,052.59"
Weighted Cost (should be ~0),0.54
Weighted Investment Profit,"320,634.87"
Weighted Calculation Converged,Yes
