Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),180
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,419222.44
Extraction Timestamp,20250727_193929
Monthly Income,"12,000.00"
Total Investment Amount,"476,665.78"
Total Investment Final Value,"824,578.96"
Total Investment Profit After Tax,"172,661.41"
Effective Annual Return After Tax,3.22%
Weighted Monthly Payment (30 years),"8,967.43"
Weighted Cost (should be ~0),0.13
Weighted Investment Profit,"683,334.35"
Weighted Calculation Converged,Yes
