Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),288
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,496618.04
Extraction Timestamp,20250727_182315
Monthly Income,"12,000.00"
Total Investment Amount,"1,532,522.42"
Total Investment Final Value,"4,054,212.85"
Total Investment Profit After Tax,"1,352,425.88"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"7,795.09"
Weighted Cost (should be ~0),0.39
Weighted Investment Profit,"923,477.97"
Weighted Calculation Converged,Yes
