Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),192
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,407906.25
Extraction Timestamp,20250727_171108
Monthly Income,"12,000.00"
Total Investment Amount,"793,146.70"
Total Investment Final Value,"1,372,488.62"
Total Investment Profit After Tax,"288,376.40"
Effective Annual Return After Tax,3.02%
Weighted Monthly Payment (30 years),"7,888.28"
Weighted Cost (should be ~0),-0.30
Weighted Investment Profit,"510,852.99"
Weighted Calculation Converged,Yes
