Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.25
Loan Term (months),120
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,197801.85
Extraction Timestamp,20250729_035417
Monthly Income,"12,000.00"
Total Investment Amount,"73,735.26"
Total Investment Final Value,"131,389.72"
Total Investment Profit After Tax,"27,979.30"
Effective Annual Return After Tax,5.17%
Weighted Monthly Payment (30 years),"8,769.96"
Weighted Cost (should be ~0),-0.68
Weighted Investment Profit,"428,347.12"
Weighted Calculation Converged,Yes
