Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),168
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,שפיצר
Total Monthly Payments,168
Total Mortgage Interest,428243.15
Extraction Timestamp,20250729_031525
Monthly Income,"12,000.00"
Total Investment Amount,"336,037.43"
Total Investment Final Value,"660,240.11"
Total Investment Profit After Tax,"161,709.47"
Effective Annual Return After Tax,4.31%
Weighted Monthly Payment (30 years),"8,923.54"
Weighted Cost (should be ~0),0.19
Weighted Investment Profit,"680,093.76"
Weighted Calculation Converged,Yes
