Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.75
Loan Term (months),216
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,486506.61
Extraction Timestamp,20250727_182432
Monthly Income,"12,000.00"
Total Investment Amount,"900,989.34"
Total Investment Final Value,"1,724,114.09"
Total Investment Profit After Tax,"417,871.15"
Effective Annual Return After Tax,3.19%
Weighted Monthly Payment (30 years),"8,313.91"
Weighted Cost (should be ~0),0.57
Weighted Investment Profit,"691,011.23"
Weighted Calculation Converged,Yes
