Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.25
Loan Term (months),120
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,332581.13
Extraction Timestamp,20250729_020927
Monthly Income,"12,000.00"
Total Investment Amount,"21,141.66"
Total Investment Final Value,"39,976.41"
Total Investment Profit After Tax,"9,220.80"
Effective Annual Return After Tax,5.73%
Weighted Monthly Payment (30 years),"9,862.58"
Weighted Cost (should be ~0),-0.21
Weighted Investment Profit,"585,134.22"
Weighted Calculation Converged,Yes
