Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),108
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,154601.70
Extraction Timestamp,20250727_160024
Monthly Income,"12,000.00"
Total Investment Amount,"70,132.76"
Total Investment Final Value,"87,208.38"
Total Investment Profit After Tax,"7,880.49"
Effective Annual Return After Tax,2.10%
Weighted Monthly Payment (30 years),"7,922.07"
Weighted Cost (should be ~0),0.25
Weighted Investment Profit,"225,867.49"
Weighted Calculation Converged,Yes
