Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.0
Loan Term (months),300
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,409881.14
Extraction Timestamp,20250727_162916
Monthly Income,"12,000.00"
Total Investment Amount,"2,053,605.57"
Total Investment Final Value,"5,406,613.50"
Total Investment Profit After Tax,"1,803,615.53"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"6,168.83"
Weighted Cost (should be ~0),-0.99
Weighted Investment Profit,"546,393.44"
Weighted Calculation Converged,Yes
