Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),144
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,285593.02
Extraction Timestamp,20250727_160234
Monthly Income,"12,000.00"
Total Investment Amount,"366,324.92"
Total Investment Final Value,"533,508.90"
Total Investment Profit After Tax,"80,146.77"
Effective Annual Return After Tax,2.74%
Weighted Monthly Payment (30 years),"7,998.91"
Weighted Cost (should be ~0),0.90
Weighted Investment Profit,"361,675.98"
Weighted Calculation Converged,Yes
