Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.25
Loan Term (months),300
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,398179.71
Extraction Timestamp,20250727_182221
Monthly Income,"12,000.00"
Total Investment Amount,"1,531,461.81"
Total Investment Final Value,"4,547,317.23"
Total Investment Profit After Tax,"1,638,244.22"
Effective Annual Return After Tax,3.92%
Weighted Monthly Payment (30 years),"7,784.03"
Weighted Cost (should be ~0),0.88
Weighted Investment Profit,"1,068,539.07"
Weighted Calculation Converged,Yes
