Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),120
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,148527.82
Extraction Timestamp,20250727_190821
Monthly Income,"12,000.00"
Total Investment Amount,"183,631.68"
Total Investment Final Value,"262,030.87"
Total Investment Profit After Tax,"37,218.85"
Effective Annual Return After Tax,3.12%
Weighted Monthly Payment (30 years),"7,769.58"
Weighted Cost (should be ~0),0.56
Weighted Investment Profit,"256,368.88"
Weighted Calculation Converged,Yes
