Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),348
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,581666.67
Extraction Timestamp,20250727_151216
Monthly Income,"12,000.00"
Total Investment Amount,"2,594,333.33"
Total Investment Final Value,"7,847,295.57"
Total Investment Profit After Tax,"2,899,727.78"
Effective Annual Return After Tax,3.42%
Weighted Monthly Payment (30 years),"6,136.09"
Weighted Cost (should be ~0),0.81
Weighted Investment Profit,"581,667.48"
Weighted Calculation Converged,Yes
