Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),288
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,731182.50
Extraction Timestamp,20250727_194425
Monthly Income,"12,000.00"
Total Investment Amount,"1,565,446.15"
Total Investment Final Value,"3,733,899.04"
Total Investment Profit After Tax,"1,151,336.46"
Effective Annual Return After Tax,3.22%
Weighted Monthly Payment (30 years),"8,323.05"
Weighted Cost (should be ~0),0.26
Weighted Investment Profit,"890,554.11"
Weighted Calculation Converged,Yes
