Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.0
Loan Term (months),276
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,624321.28
Extraction Timestamp,20250728_093337
Monthly Income,"12,000.00"
Total Investment Amount,"1,562,918.43"
Total Investment Final Value,"3,606,335.39"
Total Investment Profit After Tax,"1,077,407.84"
Effective Annual Return After Tax,3.23%
Weighted Monthly Payment (30 years),"7,776.69"
Weighted Cost (should be ~0),-0.16
Weighted Investment Profit,"749,081.41"
Weighted Calculation Converged,Yes
