Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),348
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,1193278.32
Extraction Timestamp,20250727_224541
Monthly Income,"12,000.00"
Total Investment Amount,"1,387,570.40"
Total Investment Final Value,"4,414,562.96"
Total Investment Profit After Tax,"1,682,479.16"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"10,815.55"
Weighted Cost (should be ~0),0.37
Weighted Investment Profit,"1,788,429.97"
Weighted Calculation Converged,Yes
