Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),336
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,932355.45
Extraction Timestamp,20250728_083632
Monthly Income,"12,000.00"
Total Investment Amount,"1,314,807.49"
Total Investment Final Value,"4,447,484.71"
Total Investment Profit After Tax,"1,741,272.15"
Effective Annual Return After Tax,3.93%
Weighted Monthly Payment (30 years),"10,180.12"
Weighted Cost (should be ~0),0.41
Weighted Investment Profit,"1,717,192.93"
Weighted Calculation Converged,Yes
