Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),132
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,158454.01
Extraction Timestamp,20250727_162027
Monthly Income,"12,000.00"
Total Investment Amount,"204,355.51"
Total Investment Final Value,"327,078.24"
Total Investment Profit After Tax,"59,262.15"
Effective Annual Return After Tax,3.78%
Weighted Monthly Payment (30 years),"8,196.69"
Weighted Cost (should be ~0),-0.37
Weighted Investment Profit,"379,644.12"
Weighted Calculation Converged,Yes
