Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),168
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,376295.50
Extraction Timestamp,20250727_193532
Monthly Income,"12,000.00"
Total Investment Amount,"347,881.37"
Total Investment Final Value,"593,639.78"
Total Investment Profit After Tax,"121,283.75"
Effective Annual Return After Tax,3.37%
Weighted Monthly Payment (30 years),"9,136.34"
Weighted Cost (should be ~0),0.07
Weighted Investment Profit,"668,118.71"
Weighted Calculation Converged,Yes
