Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),360
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,937950.45
Extraction Timestamp,20250727_234508
Monthly Income,"12,000.00"
Total Investment Amount,"1,611,866.13"
Total Investment Final Value,"5,884,347.46"
Total Investment Profit After Tax,"2,405,729.40"
Effective Annual Return After Tax,3.90%
Weighted Monthly Payment (30 years),"9,645.21"
Weighted Cost (should be ~0),-0.37
Weighted Investment Profit,"1,708,133.49"
Weighted Calculation Converged,Yes
