Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),144
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,220295.80
Extraction Timestamp,20250727_224025
Monthly Income,"12,000.00"
Total Investment Amount,"444,814.95"
Total Investment Final Value,"666,622.46"
Total Investment Profit After Tax,"106,787.44"
Effective Annual Return After Tax,2.96%
Weighted Monthly Payment (30 years),"7,432.93"
Weighted Cost (should be ~0),0.98
Weighted Investment Profit,"283,186.02"
Weighted Calculation Converged,Yes
