Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),132
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,210842.32
Extraction Timestamp,20250727_160255
Monthly Income,"12,000.00"
Total Investment Amount,"240,870.75"
Total Investment Final Value,"353,018.17"
Total Investment Profit After Tax,"53,647.10"
Effective Annual Return After Tax,3.05%
Weighted Monthly Payment (30 years),"8,073.43"
Weighted Cost (should be ~0),0.09
Weighted Investment Profit,"343,129.34"
Weighted Calculation Converged,Yes
