Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),312
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,690842.09
Extraction Timestamp,20250727_171933
Monthly Income,"12,000.00"
Total Investment Amount,"1,777,234.96"
Total Investment Final Value,"4,830,823.71"
Total Investment Profit After Tax,"1,653,954.34"
Effective Annual Return After Tax,3.44%
Weighted Monthly Payment (30 years),"8,016.83"
Weighted Cost (should be ~0),-0.83
Weighted Investment Profit,"966,764.22"
Weighted Calculation Converged,Yes
