Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.5
Loan Term (months),312
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,760469.56
Extraction Timestamp,20250727_184639
Monthly Income,"12,000.00"
Total Investment Amount,"1,511,450.89"
Total Investment Final Value,"4,280,127.61"
Total Investment Profit After Tax,"1,505,757.86"
Effective Annual Return After Tax,3.59%
Weighted Monthly Payment (30 years),"8,957.04"
Weighted Cost (should be ~0),0.71
Weighted Investment Profit,"1,232,549.82"
Weighted Calculation Converged,Yes
