Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),132
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,207617.65
Extraction Timestamp,20250727_151912
Monthly Income,"12,000.00"
Total Investment Amount,"269,767.47"
Total Investment Final Value,"391,326.68"
Total Investment Profit After Tax,"58,060.93"
Effective Annual Return After Tax,2.96%
Weighted Monthly Payment (30 years),"7,896.59"
Weighted Cost (should be ~0),0.38
Weighted Investment Profit,"314,232.90"
Weighted Calculation Converged,Yes
