Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),360
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1196608.07
Extraction Timestamp,20250727_232935
Monthly Income,"12,000.00"
Total Investment Amount,"1,500,631.58"
Total Investment Final Value,"5,057,917.96"
Total Investment Profit After Tax,"1,993,048.35"
Effective Annual Return After Tax,3.65%
Weighted Monthly Payment (30 years),"10,626.86"
Weighted Cost (should be ~0),-0.84
Weighted Investment Profit,"1,819,367.58"
Weighted Calculation Converged,Yes
