Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),156
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,302548.16
Extraction Timestamp,20250727_151935
Monthly Income,"12,000.00"
Total Investment Amount,"328,057.03"
Total Investment Final Value,"536,280.84"
Total Investment Profit After Tax,"101,803.04"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"8,695.36"
Weighted Cost (should be ~0),-0.00
Weighted Investment Profit,"543,942.96"
Weighted Calculation Converged,Yes
