Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),228
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,437334.53
Extraction Timestamp,20250727_160819
Monthly Income,"12,000.00"
Total Investment Amount,"949,670.33"
Total Investment Final Value,"2,004,085.28"
Total Investment Profit After Tax,"542,975.82"
Effective Annual Return After Tax,3.49%
Weighted Monthly Payment (30 years),"8,333.60"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"786,329.68"
Weighted Calculation Converged,Yes
