Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),228
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,279983.64
Extraction Timestamp,20250727_175916
Monthly Income,"12,000.00"
Total Investment Amount,"1,354,288.90"
Total Investment Final Value,"2,764,052.69"
Total Investment Profit After Tax,"723,179.44"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"6,325.72"
Weighted Cost (should be ~0),-0.34
Weighted Investment Profit,"381,710.76"
Weighted Calculation Converged,Yes
