Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),288
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,316861.78
Extraction Timestamp,20250727_183653
Monthly Income,"12,000.00"
Total Investment Amount,"1,633,507.71"
Total Investment Final Value,"4,480,724.46"
Total Investment Profit After Tax,"1,530,994.30"
Effective Annual Return After Tax,3.77%
Weighted Monthly Payment (30 years),"7,023.75"
Weighted Cost (should be ~0),0.06
Weighted Investment Profit,"822,492.35"
Weighted Calculation Converged,Yes
