Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),336
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,683660.32
Extraction Timestamp,20250727_194618
Monthly Income,"12,000.00"
Total Investment Amount,"2,007,078.30"
Total Investment Final Value,"6,088,293.54"
Total Investment Profit After Tax,"2,247,794.97"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"7,747.63"
Weighted Cost (should be ~0),-0.33
Weighted Investment Profit,"1,024,921.37"
Weighted Calculation Converged,Yes
