Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),336
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,491458.33
Extraction Timestamp,20250727_161525
Monthly Income,"12,000.00"
Total Investment Amount,"2,540,541.67"
Total Investment Final Value,"7,432,187.32"
Total Investment Profit After Tax,"2,683,517.12"
Effective Annual Return After Tax,3.43%
Weighted Monthly Payment (30 years),"5,771.27"
Weighted Cost (should be ~0),-0.05
Weighted Investment Profit,"491,458.28"
Weighted Calculation Converged,Yes
