Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),240
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,589432.51
Extraction Timestamp,20250727_194316
Monthly Income,"12,000.00"
Total Investment Amount,"919,222.68"
Total Investment Final Value,"1,984,024.83"
Total Investment Profit After Tax,"551,981.39"
Effective Annual Return After Tax,3.42%
Weighted Monthly Payment (30 years),"9,123.26"
Weighted Cost (should be ~0),0.15
Weighted Investment Profit,"960,777.47"
Weighted Calculation Converged,Yes
