Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),156
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,224248.92
Extraction Timestamp,20250727_154443
Monthly Income,"12,000.00"
Total Investment Amount,"565,034.19"
Total Investment Final Value,"892,274.41"
Total Investment Profit After Tax,"159,243.59"
Effective Annual Return After Tax,3.09%
Weighted Monthly Payment (30 years),"7,284.47"
Weighted Cost (should be ~0),-0.04
Weighted Investment Profit,"306,965.77"
Weighted Calculation Converged,Yes
