Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),144
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,135937.50
Extraction Timestamp,20250727_160106
Monthly Income,"12,000.00"
Total Investment Amount,"592,062.50"
Total Investment Final Value,"899,997.15"
Total Investment Profit After Tax,"148,520.19"
Effective Annual Return After Tax,3.06%
Weighted Monthly Payment (30 years),"6,438.71"
Weighted Cost (should be ~0),0.15
Weighted Investment Profit,"135,937.65"
Weighted Calculation Converged,Yes
