Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),360
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,882504.97
Extraction Timestamp,20250727_183342
Monthly Income,"12,000.00"
Total Investment Amount,"2,066,532.26"
Total Investment Final Value,"6,751,748.42"
Total Investment Profit After Tax,"2,615,006.51"
Effective Annual Return After Tax,3.55%
Weighted Monthly Payment (30 years),"8,470.29"
Weighted Cost (should be ~0),-0.44
Weighted Investment Profit,"1,253,467.29"
Weighted Calculation Converged,Yes
