Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),288
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,1023539.19
Extraction Timestamp,20250727_234115
Monthly Income,"12,000.00"
Total Investment Amount,"752,368.33"
Total Investment Final Value,"2,056,631.63"
Total Investment Profit After Tax,"703,063.31"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"11,566.16"
Weighted Cost (should be ~0),-0.76
Weighted Investment Profit,"1,703,630.91"
Weighted Calculation Converged,Yes
