Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),264
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,505930.64
Extraction Timestamp,20250727_171433
Monthly Income,"12,000.00"
Total Investment Amount,"1,543,125.98"
Total Investment Final Value,"3,473,936.98"
Total Investment Profit After Tax,"1,011,885.57"
Effective Annual Return After Tax,3.28%
Weighted Monthly Payment (30 years),"7,231.29"
Weighted Cost (should be ~0),-0.34
Weighted Investment Profit,"624,873.68"
Weighted Calculation Converged,Yes
