Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),288
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,531769.09
Extraction Timestamp,20250727_184521
Monthly Income,"12,000.00"
Total Investment Amount,"1,764,859.56"
Total Investment Final Value,"4,374,138.35"
Total Investment Profit After Tax,"1,390,712.88"
Effective Annual Return After Tax,3.37%
Weighted Monthly Payment (30 years),"7,139.17"
Weighted Cost (should be ~0),0.70
Weighted Investment Profit,"691,141.15"
Weighted Calculation Converged,Yes
