Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),300
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,330036.46
Extraction Timestamp,20250727_150742
Monthly Income,"12,000.00"
Total Investment Amount,"2,006,329.82"
Total Investment Final Value,"5,456,449.48"
Total Investment Profit After Tax,"1,861,384.52"
Effective Annual Return After Tax,3.58%
Weighted Monthly Payment (30 years),"6,112.27"
Weighted Cost (should be ~0),-0.87
Weighted Investment Profit,"593,669.31"
Weighted Calculation Converged,Yes
