Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),108
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,163925.61
Extraction Timestamp,20250727_223843
Monthly Income,"12,000.00"
Total Investment Amount,"86,388.95"
Total Investment Final Value,"105,082.74"
Total Investment Profit After Tax,"8,569.78"
Effective Annual Return After Tax,1.89%
Weighted Monthly Payment (30 years),"7,836.31"
Weighted Cost (should be ~0),0.38
Weighted Investment Profit,"210,722.87"
Weighted Calculation Converged,Yes
