Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),144
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,227759.12
Extraction Timestamp,20250727_151919
Monthly Income,"12,000.00"
Total Investment Amount,"383,283.06"
Total Investment Final Value,"582,490.49"
Total Investment Profit After Tax,"96,106.29"
Effective Annual Return After Tax,3.06%
Weighted Monthly Payment (30 years),"7,793.04"
Weighted Cost (should be ~0),-0.22
Weighted Investment Profit,"344,716.72"
Weighted Calculation Converged,Yes
