Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),360
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,711727.98
Extraction Timestamp,20250727_172237
Monthly Income,"12,000.00"
Total Investment Amount,"2,040,215.11"
Total Investment Final Value,"7,141,209.10"
Total Investment Profit After Tax,"2,862,144.84"
Effective Annual Return After Tax,3.77%
Weighted Monthly Payment (30 years),"8,041.79"
Weighted Cost (should be ~0),-0.82
Weighted Investment Profit,"1,279,784.07"
Weighted Calculation Converged,Yes
