Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),276
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,700431.67
Extraction Timestamp,20250727_194546
Monthly Income,"12,000.00"
Total Investment Amount,"1,170,293.61"
Total Investment Final Value,"2,895,266.01"
Total Investment Profit After Tax,"916,644.08"
Effective Annual Return After Tax,3.51%
Weighted Monthly Payment (30 years),"9,263.64"
Weighted Cost (should be ~0),-0.24
Weighted Investment Profit,"1,141,706.15"
Weighted Calculation Converged,Yes
