Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),216
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,647274.91
Extraction Timestamp,20250727_194040
Monthly Income,"12,000.00"
Total Investment Amount,"643,366.64"
Total Investment Final Value,"1,210,109.51"
Total Investment Profit After Tax,"287,389.42"
Effective Annual Return After Tax,3.10%
Weighted Monthly Payment (30 years),"9,752.56"
Weighted Cost (should be ~0),-0.07
Weighted Investment Profit,"948,633.29"
Weighted Calculation Converged,Yes
