Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.25
Loan Term (months),204
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,204
Total Mortgage Interest,241652.92
Extraction Timestamp,20250727_181707
Monthly Income,"12,000.00"
Total Investment Amount,"799,510.47"
Total Investment Final Value,"1,636,185.46"
Total Investment Profit After Tax,"425,621.98"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"7,867.32"
Weighted Cost (should be ~0),-0.96
Weighted Investment Profit,"648,488.56"
Weighted Calculation Converged,Yes
