Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),288
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,279859.44
Extraction Timestamp,20250727_160659
Monthly Income,"12,000.00"
Total Investment Amount,"1,924,644.31"
Total Investment Final Value,"5,024,642.92"
Total Investment Profit After Tax,"1,660,137.69"
Effective Annual Return After Tax,3.57%
Weighted Monthly Payment (30 years),"5,957.03"
Weighted Cost (should be ~0),-0.08
Weighted Investment Profit,"531,355.62"
Weighted Calculation Converged,Yes
