Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),180
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,456411.46
Extraction Timestamp,20250727_181959
Monthly Income,"12,000.00"
Total Investment Amount,"624,278.73"
Total Investment Final Value,"1,000,155.00"
Total Investment Profit After Tax,"184,466.64"
Effective Annual Return After Tax,2.76%
Weighted Monthly Payment (30 years),"8,397.06"
Weighted Cost (should be ~0),0.61
Weighted Investment Profit,"535,721.88"
Weighted Calculation Converged,Yes
