Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),276
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,757716.75
Extraction Timestamp,20250728_101301
Monthly Income,"12,000.00"
Total Investment Amount,"1,251,751.19"
Total Investment Final Value,"2,933,144.01"
Total Investment Profit After Tax,"888,660.37"
Effective Annual Return After Tax,3.29%
Weighted Monthly Payment (30 years),"9,154.53"
Weighted Cost (should be ~0),0.27
Weighted Investment Profit,"1,060,249.08"
Weighted Calculation Converged,Yes
